Node_ID,Trust_Direct,Trust_Indirect,Trust_Overall,Malicious_Prob,Path_Selected,PDR,Avg_Delay,Throughput_kbps,Energy_Consumed,Packet_Loss,Anomaly_Score,Label,Attack_Class
N29,0.644,0.274,0.459,0.971,P10->P18->P22,96.56,25.8,18,3.626,22.95,0.121,0,Normal
N116,0.634,0.659,0.647,0.15,P2->P14->P23,77.25,37.84,68,2.915,8.48,0.007,0,Normal
N153,0.272,0.718,0.495,0.084,P8->P19->P30,66.04,31.83,87,1.201,32.73,0.955,0,Data Tampering
N80,0.352,0.844,0.598,0.32,P10->P14->P25,72.73,22.33,84,3.622,0.79,0.438,0,Packet Drop
N59,0.704,0.506,0.605,0.999,P3->P15->P28,66.02,20.82,79,3.275,1.91,0.605,0,Normal
N147,0.586,0.484,0.535,0.705,P6->P12->P30,51.69,49.26,52,1.102,4.98,0.891,1,Data Tampering
N170,0.893,0.414,0.654,0.77,P10->P11->P25,71.22,30.52,33,4.165,17.62,0.133,0,Normal
N11,0.913,0.436,0.674,0.672,P7->P16->P23,54.58,7.15,76,0.533,5.35,0.654,0,Normal
N109,0.927,0.817,0.872,0.351,P7->P15->P29,60.29,25.3,85,1.378,44.4,0.859,0,Normal
N36,0.571,0.376,0.474,0.728,P2->P11->P29,69.28,21.75,69,3.953,43.93,0.857,0,Normal
N168,0.387,0.606,0.496,0.518,P3->P18->P26,74.29,36.42,82,3.558,11.31,0.108,1,Packet Drop
N117,0.302,0.6,0.451,0.843,P5->P20->P25,89.04,29.22,31,2.815,24.71,0.246,1,Data Tampering
N51,0.505,0.565,0.535,0.441,P10->P18->P30,99.26,30.26,20,4.481,18.66,0.981,0,Normal
N95,0.936,0.959,0.948,0.482,P3->P16->P22,90.82,42.78,11,0.723,46.89,0.006,0,Normal
N68,0.544,0.221,0.382,0.432,P10->P19->P28,53.74,18.83,47,3.68,55.61,0.913,0,Normal
N50,0.691,0.525,0.608,0.213,P9->P11->P24,51.73,25.31,64,4.981,29.03,0.836,0,Packet Drop
N92,0.791,0.623,0.707,0.484,P1->P18->P22,72.19,26.72,67,2.052,57.45,0.715,0,Data Tampering
N157,0.534,0.501,0.518,0.3,P4->P18->P25,83.41,29.88,85,0.53,19.43,0.271,0,Normal
N78,0.509,0.379,0.444,0.461,P7->P15->P26,56.9,19.72,40,4.223,15.75,0.959,0,Normal
N34,0.663,0.929,0.796,0.124,P10->P14->P21,58.3,35.74,87,2.781,3.51,0.954,0,Normal
N198,0.262,0.591,0.426,0.623,P8->P20->P21,68.71,9.65,36,3.266,17.69,0.746,0,Normal
N67,0.588,0.671,0.63,0.43,P9->P16->P30,65.9,42.61,55,1.169,15.6,0.319,0,Normal
N76,0.259,0.608,0.434,0.034,P1->P12->P23,99.01,46.63,73,1.826,12.8,0.099,0,Normal
N192,0.875,0.494,0.684,0.975,P5->P20->P29,99.92,48.78,13,2.047,54.61,0.576,0,Normal
N157,0.393,0.214,0.304,0.099,P7->P20->P24,91.57,15.72,50,4.314,52.86,0.769,0,Normal
N115,0.954,0.594,0.774,0.202,P2->P13->P22,75.0,30.8,51,4.828,23.1,0.963,0,Normal
N56,0.754,0.423,0.588,0.499,P10->P18->P23,54.93,41.87,19,4.4,31.89,0.813,0,Normal
N75,0.577,0.763,0.67,0.589,P10->P17->P28,68.81,34.93,44,3.118,11.1,0.699,0,Normal
N91,0.713,0.261,0.487,0.649,P5->P18->P25,89.3,44.15,87,4.495,2.64,0.606,1,Packet Drop
N70,0.296,0.498,0.397,0.798,P8->P14->P22,56.44,49.92,49,1.224,57.13,0.419,0,Normal
N105,0.906,0.673,0.79,0.318,P2->P20->P21,97.04,36.37,20,2.874,23.86,0.539,0,Normal
N3,0.548,0.5,0.524,0.396,P6->P12->P30,97.83,22.87,34,1.153,33.27,0.95,0,Packet Drop
N131,0.712,0.895,0.804,0.752,P6->P18->P28,88.58,41.1,24,0.799,12.85,0.704,0,Normal
N176,0.316,0.55,0.433,0.769,P4->P11->P24,58.13,36.43,42,4.408,2.13,0.288,0,Normal
N142,0.259,0.827,0.543,0.125,P7->P13->P26,86.28,44.75,65,3.979,10.19,0.066,0,Normal
N123,0.836,0.427,0.632,0.956,P8->P16->P22,96.44,32.72,84,4.446,23.45,0.44,1,Packet Drop
N30,0.211,0.379,0.295,0.712,P5->P12->P27,81.7,20.22,22,4.548,54.49,0.888,1,Sybil Attack
N17,0.262,0.427,0.344,0.704,P2->P13->P28,61.89,7.04,81,4.541,16.56,0.938,0,Normal
N6,0.984,0.987,0.986,0.673,P3->P14->P24,99.56,44.4,11,3.38,37.75,0.689,0,Normal
N94,0.481,0.669,0.575,0.647,P8->P14->P27,96.86,32.2,47,3.753,55.84,0.136,1,Packet Drop
N53,0.347,0.805,0.576,0.022,P9->P13->P22,80.44,29.58,24,3.069,9.15,0.353,0,Data Tampering
N58,0.341,0.728,0.534,0.028,P7->P11->P28,51.65,14.72,83,2.216,15.41,0.081,0,Normal
N99,0.961,0.952,0.956,0.382,P3->P18->P28,76.13,5.34,23,4.935,47.81,0.546,0,Sybil Attack
N25,0.419,0.639,0.529,0.159,P4->P14->P26,89.6,7.98,52,3.307,25.94,0.38,0,Sybil Attack
N162,0.486,0.465,0.476,0.606,P3->P16->P27,70.21,25.37,88,3.087,15.08,0.256,0,Normal
N8,0.588,0.908,0.748,0.579,P1->P20->P24,55.19,12.02,91,1.086,33.51,0.373,0,Normal
N15,0.917,0.62,0.768,0.808,P10->P18->P22,76.6,18.72,44,2.879,58.2,0.418,1,Selective Forwarding
N193,0.814,0.745,0.78,0.5,P9->P20->P28,81.25,27.94,69,1.03,53.56,0.806,0,Normal
N79,0.261,0.802,0.532,0.008,P6->P19->P25,90.13,18.17,66,1.034,54.41,0.288,0,Packet Drop
N125,0.679,0.253,0.466,0.642,P5->P20->P22,72.26,21.88,57,3.584,32.9,0.685,0,Normal
N87,0.846,0.434,0.64,0.854,P2->P13->P21,73.06,10.95,52,3.48,41.92,0.918,0,Normal
N150,0.401,0.696,0.548,0.458,P5->P16->P29,52.71,43.34,26,0.906,16.56,0.837,0,Normal
N89,0.534,0.867,0.7,0.546,P1->P17->P27,63.84,14.38,15,2.979,38.48,0.622,0,Normal
N22,0.847,0.683,0.765,0.052,P6->P13->P27,61.59,48.0,47,1.164,55.68,0.727,0,Normal
N178,0.38,0.228,0.304,0.277,P9->P16->P26,55.63,7.9,58,4.666,47.68,0.383,0,Normal
N181,0.607,0.648,0.628,0.952,P10->P12->P22,78.46,13.79,56,0.73,51.83,0.824,0,Normal
N107,0.821,0.585,0.703,0.179,P6->P12->P21,78.68,10.34,48,3.876,19.91,0.984,0,Normal
N187,0.355,0.955,0.655,0.092,P3->P12->P30,83.96,41.14,99,1.522,42.5,0.509,0,Packet Drop
N56,0.244,0.878,0.561,0.623,P8->P19->P26,65.09,12.55,65,1.222,50.5,0.509,0,Normal
N85,0.748,0.404,0.576,0.446,P10->P15->P26,61.91,47.5,53,2.135,11.64,0.722,0,Normal
N90,0.537,0.591,0.564,0.733,P9->P11->P25,63.28,38.95,75,3.142,56.88,0.467,0,Normal
N174,0.852,0.67,0.761,0.785,P1->P16->P30,94.48,31.1,19,2.039,22.96,0.246,1,Packet Drop
N47,0.674,0.841,0.758,0.268,P3->P15->P21,88.4,19.83,88,1.394,43.9,0.594,0,Selective Forwarding
N153,0.25,0.766,0.508,0.433,P6->P12->P28,92.89,49.55,97,0.627,57.63,0.439,0,Normal
N98,0.611,0.999,0.805,0.17,P7->P12->P23,63.36,41.58,44,1.23,31.31,0.858,0,Normal
N23,0.661,0.468,0.564,0.496,P10->P12->P21,65.19,19.45,38,1.495,34.23,0.496,0,Packet Drop
N108,0.705,0.213,0.459,0.335,P4->P12->P21,69.23,11.1,26,2.954,34.94,0.519,0,Normal
N191,0.438,0.529,0.484,0.132,P8->P11->P23,85.36,19.11,39,2.3,50.08,0.37,0,Sybil Attack
N73,0.669,0.815,0.742,0.322,P10->P18->P29,98.29,24.62,65,1.006,46.05,0.181,0,Data Tampering
N15,0.399,0.999,0.699,0.918,P5->P15->P24,53.73,7.76,72,3.152,52.47,0.538,0,Normal
N69,0.803,0.522,0.663,0.14,P4->P16->P30,69.99,32.06,52,2.772,10.27,0.167,0,Normal
N47,0.258,0.81,0.534,0.504,P8->P11->P21,78.02,18.41,38,4.343,5.62,0.875,0,Normal
N132,0.375,0.731,0.553,0.058,P7->P13->P26,80.42,29.33,58,1.998,47.62,0.866,0,Packet Drop
N52,0.896,0.583,0.74,0.548,P6->P15->P28,74.29,33.12,12,3.854,58.17,0.865,1,Packet Drop
N84,0.521,0.302,0.412,0.594,P5->P18->P23,51.91,46.24,55,4.542,32.53,0.869,0,Normal
N147,0.479,0.663,0.571,0.38,P9->P13->P27,54.97,47.49,36,3.616,45.11,0.273,0,Normal
N28,0.838,0.373,0.605,0.112,P4->P12->P29,65.8,26.71,64,4.489,45.64,0.809,0,Normal
N27,0.635,0.992,0.814,0.873,P9->P17->P30,95.42,23.45,48,4.525,31.53,0.366,0,Normal
N50,0.86,0.771,0.816,0.899,P7->P12->P27,81.17,46.57,56,4.559,20.55,0.606,1,Sybil Attack
N19,0.29,0.831,0.56,0.96,P2->P17->P27,97.32,33.27,83,4.296,34.34,0.95,0,Normal
N70,0.235,0.404,0.32,0.651,P2->P16->P25,64.33,19.67,39,0.669,17.81,0.88,0,Normal
N166,0.495,0.643,0.569,0.78,P5->P20->P21,64.1,21.34,98,4.365,53.52,0.376,1,Sybil Attack
N185,0.815,0.882,0.848,0.181,P7->P16->P24,78.14,12.88,72,2.531,16.67,0.267,0,Normal
N30,0.716,0.225,0.47,0.361,P10->P15->P25,65.66,15.91,34,3.153,34.16,0.666,0,Data Tampering
N95,0.604,0.488,0.546,0.062,P9->P19->P25,88.67,39.64,27,4.038,9.14,0.898,0,Packet Drop
N141,0.509,0.44,0.475,0.788,P6->P14->P26,75.54,6.6,26,3.71,55.67,0.864,0,Normal
N25,0.637,0.426,0.532,0.689,P10->P15->P26,92.3,35.79,38,4.736,24.25,0.777,0,Normal
N83,0.788,0.777,0.782,0.551,P2->P13->P29,66.08,6.29,91,2.089,48.21,0.0,0,Normal
N32,0.995,0.393,0.694,0.193,P4->P18->P26,95.33,40.18,71,1.554,46.35,0.174,0,Packet Drop
N77,0.217,0.86,0.538,0.642,P5->P13->P23,59.0,18.08,95,4.408,2.07,0.686,0,Normal
N10,0.798,0.602,0.7,0.079,P6->P20->P25,74.7,37.06,93,1.431,39.67,0.675,0,Normal
N109,0.702,0.592,0.647,0.211,P3->P12->P27,95.9,35.3,39,1.465,10.56,0.239,0,Normal
N39,0.715,0.324,0.52,0.368,P6->P13->P27,78.24,5.9,55,3.475,27.48,0.374,0,Normal
N24,0.953,0.344,0.648,0.646,P1->P11->P21,55.05,36.66,52,4.471,18.37,0.559,1,Sybil Attack
N80,0.377,0.841,0.609,0.782,P8->P13->P26,61.15,12.59,20,3.935,11.91,0.16,0,Normal
N19,0.68,0.723,0.702,0.232,P9->P17->P27,82.95,28.13,85,3.568,28.6,0.621,0,Sybil Attack
N78,0.653,0.45,0.552,0.534,P6->P16->P23,87.18,8.24,59,2.136,15.21,0.416,0,Normal
N41,0.79,0.707,0.748,0.003,P2->P18->P21,66.38,21.51,80,3.288,9.69,0.677,0,Normal
N121,0.455,0.402,0.428,0.75,P3->P20->P28,82.97,37.53,33,3.057,58.73,0.089,0,Normal
N172,0.247,0.205,0.226,0.164,P8->P16->P24,57.89,12.3,86,3.875,18.9,0.423,0,Normal
N96,0.429,0.998,0.714,0.774,P3->P12->P26,53.43,29.93,93,4.307,46.32,0.45,0,Normal
N96,0.279,0.423,0.351,0.255,P8->P12->P27,63.46,20.8,55,1.922,27.74,0.263,0,Normal
N98,0.273,0.328,0.3,0.883,P7->P17->P25,50.89,42.4,26,0.815,10.15,0.074,0,Normal
N150,0.231,0.728,0.48,0.507,P5->P14->P24,58.41,7.27,67,2.532,26.89,0.139,0,Normal
N196,0.656,0.646,0.651,0.11,P10->P12->P21,71.34,34.56,93,2.411,16.3,0.458,0,Normal
N65,0.773,0.704,0.738,0.96,P3->P16->P28,95.65,39.88,15,1.555,7.71,0.073,0,Normal
N130,0.595,0.675,0.635,0.074,P9->P16->P27,83.58,16.88,29,2.587,47.74,0.621,0,Data Tampering
N71,0.676,0.829,0.752,0.044,P10->P16->P26,96.33,13.36,18,1.864,23.19,0.047,0,Data Tampering
N63,0.861,0.337,0.599,0.682,P7->P19->P21,61.02,14.09,64,1.851,13.59,0.137,0,Normal
N128,0.588,0.322,0.455,0.066,P3->P18->P23,51.3,48.1,28,2.754,50.02,0.93,0,Selective Forwarding
N89,0.999,0.232,0.616,0.676,P4->P17->P27,56.58,42.12,18,4.81,53.94,0.128,0,Normal
N64,0.293,0.85,0.572,0.762,P10->P15->P21,77.38,18.45,38,4.937,52.59,0.88,0,Normal
N62,0.693,0.597,0.645,0.999,P4->P15->P26,87.3,26.92,73,4.3,35.43,0.615,0,Normal
N146,0.376,0.757,0.566,0.601,P9->P16->P28,82.15,44.01,97,2.041,15.86,0.688,0,Normal
N187,0.465,0.257,0.361,0.76,P9->P15->P25,95.74,32.13,18,4.904,50.31,0.748,1,Data Tampering
N159,0.988,0.843,0.916,0.47,P6->P20->P23,66.88,17.18,94,3.793,10.53,0.944,0,Normal
N101,0.574,0.35,0.462,0.508,P7->P20->P29,94.9,42.2,57,0.678,10.59,0.62,1,Packet Drop
N143,0.711,0.48,0.595,0.823,P10->P11->P26,95.62,13.57,23,0.574,58.57,0.257,1,Sybil Attack
N31,0.428,0.831,0.63,0.597,P8->P13->P23,57.13,49.13,45,2.397,40.59,0.321,1,Data Tampering
N110,0.276,0.778,0.527,0.407,P2->P12->P28,64.29,7.07,41,4.8,39.09,0.984,0,Normal
N116,0.294,0.804,0.549,0.548,P6->P13->P21,64.85,34.16,67,3.608,35.26,0.655,0,Normal
N163,0.683,0.684,0.684,0.302,P2->P17->P28,77.28,13.58,21,3.106,24.78,0.601,0,Normal
N8,0.445,0.489,0.467,0.114,P10->P11->P29,72.28,18.13,82,1.889,41.27,0.135,0,Packet Drop
N45,0.98,0.684,0.832,0.737,P1->P11->P26,54.77,8.16,86,3.245,19.26,0.048,1,Sybil Attack
N111,0.933,0.667,0.8,0.248,P8->P15->P22,67.97,45.38,39,2.399,59.1,0.123,0,Sybil Attack
N28,0.251,0.955,0.603,0.276,P3->P16->P22,92.32,45.85,97,4.492,35.04,0.823,0,Selective Forwarding
N179,0.305,0.504,0.404,0.209,P5->P12->P21,82.29,26.36,98,0.784,3.14,0.28,0,Normal
N164,0.785,0.358,0.572,0.185,P8->P11->P21,88.41,38.19,72,1.431,10.64,0.399,0,Sybil Attack
N4,0.288,0.303,0.296,0.841,P8->P11->P28,55.34,32.17,87,1.888,4.97,0.223,0,Normal
N108,0.698,0.527,0.612,0.153,P7->P20->P23,76.39,33.96,42,1.263,34.54,0.068,0,Data Tampering
N87,0.782,0.432,0.607,0.096,P7->P17->P22,82.43,40.8,19,1.053,15.19,0.702,0,Normal
N41,0.465,0.821,0.643,0.812,P4->P13->P29,91.01,41.51,90,1.709,37.72,0.859,0,Normal
N135,0.482,0.464,0.473,0.636,P3->P16->P24,57.5,23.9,70,0.935,34.67,0.628,0,Normal
N107,0.989,0.494,0.742,0.185,P2->P12->P27,59.55,6.07,33,3.064,10.01,0.032,0,Normal
N189,0.668,0.584,0.626,0.198,P4->P13->P25,86.25,16.29,17,1.264,35.81,0.003,0,Normal
N9,0.201,0.511,0.356,0.381,P6->P13->P29,83.67,9.14,79,4.358,38.49,0.506,0,Data Tampering
N195,0.307,0.882,0.594,0.593,P7->P20->P23,59.38,40.14,93,3.202,53.05,0.645,0,Normal
N107,0.514,0.429,0.472,0.77,P9->P20->P25,72.39,17.16,11,4.368,54.51,0.096,1,Selective Forwarding
N154,0.235,0.649,0.442,0.377,P1->P19->P27,65.39,25.52,49,4.581,1.67,0.934,0,Normal
N111,0.699,0.521,0.61,0.341,P5->P15->P28,74.91,38.5,40,0.794,49.42,0.4,0,Normal
N114,0.834,0.442,0.638,0.911,P3->P16->P29,79.28,30.41,53,2.656,1.2,0.926,1,Selective Forwarding
N170,0.26,0.986,0.623,0.839,P5->P19->P24,92.57,18.73,91,3.361,56.53,0.598,0,Normal
N22,0.986,0.395,0.69,0.191,P2->P19->P29,88.75,26.59,35,2.23,17.94,0.841,0,Normal
N14,0.46,0.917,0.688,0.734,P7->P12->P27,93.96,18.77,69,3.291,25.38,0.759,1,Sybil Attack
N83,0.658,0.923,0.79,0.514,P7->P18->P26,62.29,12.42,48,1.327,52.31,0.146,1,Sybil Attack
N61,0.777,0.996,0.887,0.728,P4->P18->P27,55.49,28.74,43,2.736,39.53,0.811,0,Normal
N100,0.822,0.427,0.624,0.181,P3->P19->P22,70.31,27.54,70,4.162,22.76,0.181,0,Packet Drop
N124,0.647,0.724,0.686,0.886,P8->P20->P24,81.85,48.89,83,2.235,22.1,0.695,1,Sybil Attack
N167,0.997,0.934,0.966,0.075,P2->P16->P29,61.22,15.56,17,3.742,37.26,0.348,0,Packet Drop
N156,0.345,0.467,0.406,0.95,P8->P12->P26,83.23,26.77,71,1.708,33.51,1.0,0,Normal
N185,0.564,0.297,0.43,0.541,P5->P20->P23,51.31,44.59,84,2.629,5.39,0.313,1,Data Tampering
N145,0.238,0.476,0.357,0.725,P5->P14->P25,76.04,10.53,44,4.445,47.57,0.304,0,Normal
N37,0.919,0.887,0.903,0.128,P1->P15->P22,68.25,16.12,23,0.911,3.62,0.377,0,Normal
N180,0.575,0.574,0.574,0.143,P1->P11->P24,88.81,28.69,46,3.34,44.32,0.448,0,Packet Drop
N53,0.433,0.434,0.434,0.721,P10->P17->P26,62.16,45.38,97,2.432,42.61,0.788,0,Normal
N24,0.504,0.958,0.731,0.756,P5->P15->P29,57.27,13.32,57,3.959,25.84,0.484,1,Data Tampering
N141,0.418,0.577,0.497,0.204,P9->P14->P24,78.61,44.11,72,3.703,30.1,0.1,0,Packet Drop
N89,0.748,0.711,0.73,0.071,P10->P15->P24,71.55,35.67,25,1.868,40.79,0.573,0,Normal
N3,0.872,0.56,0.716,0.296,P4->P13->P25,95.4,17.77,30,3.17,50.28,0.368,0,Data Tampering
N120,0.498,0.211,0.354,0.29,P6->P13->P23,66.04,43.96,24,4.068,17.74,0.636,0,Packet Drop
N200,0.791,0.219,0.505,0.076,P9->P13->P25,61.5,6.89,27,3.148,1.81,0.053,0,Normal
N160,0.421,0.981,0.701,0.768,P1->P15->P28,80.2,48.98,70,1.219,12.03,0.885,0,Normal
N96,0.881,0.365,0.623,0.785,P2->P14->P30,63.97,42.04,96,1.27,6.24,0.967,0,Normal
N156,0.437,0.529,0.483,0.811,P9->P13->P27,76.42,15.89,27,3.175,32.02,0.407,0,Normal
N39,0.676,0.714,0.695,0.888,P7->P14->P29,97.37,30.58,83,2.825,2.14,0.318,0,Normal
N90,0.617,0.896,0.756,0.013,P6->P12->P30,76.05,13.16,66,1.7,52.46,0.786,0,Normal
N42,0.948,0.735,0.841,0.869,P4->P18->P25,67.44,31.17,97,2.233,19.88,0.516,0,Normal
N110,0.601,0.851,0.726,0.996,P2->P15->P28,84.72,42.58,54,3.241,47.43,0.453,0,Normal
N92,0.998,0.488,0.743,0.012,P9->P13->P22,51.4,18.89,30,1.132,16.15,0.019,0,Normal
N104,0.656,0.719,0.688,0.953,P5->P19->P22,86.42,43.37,97,2.899,27.4,0.54,1,Sybil Attack
N36,0.532,0.266,0.399,0.251,P1->P16->P26,60.79,21.55,97,3.717,10.57,0.905,0,Normal
N149,0.249,0.364,0.306,0.742,P5->P15->P21,95.81,44.73,29,3.111,24.86,0.631,0,Normal
N69,0.616,0.911,0.764,0.798,P2->P14->P30,56.82,40.54,12,2.523,20.92,0.594,1,Packet Drop
N7,0.441,0.576,0.508,0.742,P10->P18->P26,89.51,17.9,22,2.991,33.28,0.526,1,Data Tampering
N144,0.381,0.963,0.672,0.449,P6->P15->P23,74.29,19.71,53,4.734,17.8,0.726,0,Packet Drop
N192,0.792,0.385,0.588,0.564,P8->P15->P21,62.17,39.98,55,4.732,44.0,0.055,1,Sybil Attack
N114,0.991,0.829,0.91,0.276,P6->P18->P21,86.76,10.0,98,2.817,51.34,0.012,0,Normal
N40,0.426,0.532,0.479,0.109,P1->P20->P30,61.89,15.31,55,2.633,8.7,0.728,0,Normal
N165,0.563,0.569,0.566,0.515,P10->P20->P30,93.71,29.09,35,2.286,10.47,0.553,0,Normal
N62,0.22,0.777,0.498,0.116,P3->P17->P28,76.68,33.3,13,2.166,36.42,0.236,0,Normal
N48,0.579,0.316,0.448,0.333,P3->P12->P26,88.26,22.54,65,1.366,40.39,0.809,0,Normal
N41,0.209,0.294,0.252,0.393,P6->P11->P26,65.0,43.16,52,2.62,41.97,0.173,0,Normal
N15,0.257,0.601,0.429,0.963,P9->P18->P25,77.13,18.64,45,3.45,39.44,0.203,0,Normal
N78,0.656,0.217,0.436,0.793,P7->P14->P30,85.76,10.79,66,4.731,45.09,0.781,1,Selective Forwarding
N174,0.837,0.381,0.609,0.716,P10->P18->P29,95.2,14.11,45,1.739,26.05,0.713,0,Normal
N120,0.429,0.557,0.493,0.198,P6->P15->P26,59.18,46.84,11,2.552,55.85,0.836,0,Data Tampering
N158,0.809,0.399,0.604,0.633,P7->P18->P24,71.43,5.67,16,0.736,57.73,0.242,1,Sybil Attack
N64,0.993,0.617,0.805,0.29,P1->P17->P30,62.14,42.03,45,4.176,19.36,0.37,0,Normal
N143,0.743,0.952,0.847,0.397,P3->P14->P23,73.39,39.74,92,2.545,44.05,0.813,0,Normal
N168,0.67,0.354,0.512,0.243,P4->P15->P26,79.28,22.46,72,3.641,55.87,0.565,0,Normal
N52,0.265,0.307,0.286,0.427,P2->P13->P27,88.73,5.48,49,1.771,13.39,0.629,0,Normal
N186,0.95,0.26,0.605,0.138,P8->P16->P23,62.93,31.72,81,1.63,31.01,0.369,0,Normal
N147,0.339,0.507,0.423,0.163,P9->P14->P28,83.7,9.16,84,0.723,14.01,0.199,0,Normal
N89,0.597,0.549,0.573,0.895,P7->P11->P27,68.4,26.09,85,4.796,47.11,0.127,0,Normal
N49,0.772,0.843,0.808,0.985,P2->P13->P29,81.35,13.1,54,2.093,38.64,0.037,0,Normal
N73,0.436,0.673,0.554,0.891,P7->P12->P22,78.1,19.18,71,1.654,37.43,0.087,0,Normal
N12,0.501,0.237,0.369,0.921,P1->P17->P27,87.55,46.46,33,3.267,36.4,0.275,0,Normal
N192,0.512,0.662,0.587,0.097,P8->P16->P21,81.64,37.8,94,1.003,44.13,0.11,0,Packet Drop
N183,0.808,0.446,0.627,0.85,P2->P11->P26,56.92,21.54,80,3.747,54.83,0.348,0,Normal
N69,0.884,0.277,0.58,0.532,P7->P17->P29,98.57,21.27,19,2.297,41.84,0.099,1,Selective Forwarding
N35,0.765,0.537,0.651,0.867,P1->P11->P23,65.83,6.87,30,0.795,22.94,0.18,1,Selective Forwarding
N93,0.73,0.346,0.538,0.881,P4->P15->P29,75.16,35.2,10,3.239,37.34,0.475,0,Normal
N57,0.236,0.507,0.372,0.443,P8->P12->P27,87.77,12.4,26,0.564,19.87,0.052,0,Normal
N160,0.58,0.287,0.434,0.06,P2->P16->P21,53.92,12.85,92,0.557,2.52,0.978,0,Normal
N40,0.556,0.57,0.563,0.863,P2->P11->P30,79.71,34.96,74,4.272,13.68,0.42,1,Selective Forwarding
N145,0.239,0.519,0.379,0.272,P8->P18->P29,75.82,16.86,28,4.489,17.6,0.205,0,Normal
N12,0.41,0.44,0.425,0.511,P9->P12->P28,51.88,22.58,56,4.27,42.12,0.22,0,Normal
N126,0.57,0.938,0.754,0.344,P7->P20->P22,63.7,14.92,31,4.552,11.41,0.249,0,Packet Drop
N184,0.835,0.791,0.813,0.743,P9->P17->P29,50.36,42.94,23,1.846,11.1,0.991,0,Normal
N106,0.83,0.428,0.629,0.994,P5->P19->P24,60.51,31.02,61,0.678,41.23,0.957,0,Normal
N100,0.573,0.414,0.493,0.835,P4->P19->P22,70.36,6.71,88,1.457,7.9,0.044,0,Normal
N154,0.942,0.288,0.615,0.604,P4->P20->P23,81.38,42.06,27,3.117,25.29,0.235,0,Normal
N168,0.312,0.91,0.611,0.601,P10->P20->P25,99.48,31.15,77,0.782,4.15,0.914,0,Normal
N51,0.437,0.295,0.366,0.248,P6->P16->P29,83.75,23.59,43,2.143,59.6,0.348,0,Data Tampering
N33,0.994,0.749,0.871,0.442,P1->P14->P27,69.59,49.78,93,1.492,6.34,0.171,0,Sybil Attack
N71,0.467,0.552,0.51,0.471,P4->P19->P25,91.58,7.72,80,3.232,26.09,0.571,0,Normal
N192,0.999,0.57,0.784,0.091,P3->P13->P21,72.34,36.51,90,0.816,9.6,0.184,0,Normal
N71,0.802,0.309,0.556,0.15,P5->P15->P24,64.02,45.1,12,4.057,34.33,0.596,0,Normal
N91,0.655,0.598,0.626,0.552,P9->P15->P29,75.36,25.24,17,3.296,10.35,0.192,0,Normal
N131,0.721,0.709,0.715,0.33,P5->P15->P22,59.06,9.51,37,2.389,5.97,0.125,0,Normal
N27,0.548,0.396,0.472,0.061,P7->P13->P22,84.99,23.53,16,1.963,45.14,0.294,0,Packet Drop
N119,0.555,0.291,0.423,0.832,P2->P17->P23,93.74,16.26,62,1.92,1.51,0.616,1,Packet Drop
N143,0.721,0.672,0.696,0.708,P10->P16->P30,94.0,47.62,95,3.627,2.07,0.886,0,Normal
N83,0.635,0.879,0.757,0.777,P7->P17->P29,83.9,41.87,93,4.802,13.4,0.602,0,Normal
N111,0.895,0.544,0.72,0.62,P2->P13->P22,63.16,7.54,50,1.578,33.87,0.826,0,Normal
N42,0.367,0.304,0.336,0.621,P9->P14->P22,71.23,8.35,94,4.379,19.92,0.804,0,Normal
N10,0.606,0.384,0.495,0.922,P10->P13->P22,68.67,6.77,10,4.244,36.54,0.427,0,Normal
N113,0.694,0.554,0.624,0.521,P1->P19->P30,58.17,23.07,97,4.057,16.32,0.868,0,Normal
N7,0.46,0.753,0.606,0.726,P10->P18->P28,52.93,45.78,47,3.022,46.04,0.173,1,Sybil Attack
N18,0.853,0.847,0.85,0.311,P1->P11->P27,90.42,6.06,48,1.777,46.02,0.587,0,Normal
N61,0.624,0.965,0.794,0.001,P4->P14->P27,81.76,33.77,33,1.14,41.98,0.849,0,Data Tampering
N142,0.215,0.53,0.372,0.683,P2->P14->P24,51.23,22.01,95,1.636,46.62,0.04,0,Normal
N33,0.956,0.309,0.632,0.407,P9->P13->P21,65.5,31.12,34,1.653,19.82,0.469,0,Normal
N115,0.7,0.563,0.632,0.948,P2->P13->P29,53.46,41.6,71,4.401,14.44,0.481,0,Normal
N17,0.619,0.931,0.775,0.248,P4->P14->P27,54.17,44.67,70,3.85,47.83,0.002,0,Packet Drop
N171,0.354,0.602,0.478,0.815,P4->P16->P30,68.64,24.79,18,1.687,2.42,0.72,0,Normal
N151,0.497,0.774,0.636,0.312,P9->P13->P27,71.49,32.35,80,1.367,56.62,0.728,0,Normal
N177,0.21,0.392,0.301,0.196,P9->P12->P30,80.77,42.88,65,1.63,56.22,0.367,0,Normal
N49,0.21,0.391,0.3,0.927,P1->P17->P30,96.36,16.63,93,1.243,56.37,0.03,0,Normal
N46,0.26,0.364,0.312,0.517,P2->P12->P24,99.9,49.17,36,0.687,34.03,0.68,0,Normal
N5,0.712,0.925,0.818,0.146,P1->P17->P30,52.28,23.68,92,4.201,43.65,0.079,0,Selective Forwarding
N43,0.466,0.257,0.362,0.582,P5->P12->P27,90.33,25.09,46,2.791,45.14,0.702,0,Normal
N27,0.291,0.333,0.312,0.008,P1->P11->P25,99.68,13.43,18,2.176,38.61,0.842,0,Normal
