Node_ID,Trust_Direct,Trust_Indirect,Trust_Overall,Attack_Type,Malicious_Prob,Trans_Rate,PDR (%),Delay (ms),Energy (mJ),Path_Selected,Packet_Loss (%),Anomaly_Score,Label
N157,0.793,0.555,0.674,Sybil Attack,0.388,58,56.24,6.5,3.877,P9->P16->P23,38.05,0.666,0
N110,0.591,0.458,0.524,Normal,0.277,61,89.28,37.01,4.089,P1->P16->P23,43.4,0.524,0
N107,0.799,0.759,0.779,Normal,0.32,53,55.32,48.81,0.752,P3->P11->P29,58.31,0.951,0
N79,0.929,0.822,0.876,Data Tampering,0.784,86,50.42,26.13,3.976,P1->P19->P27,11.43,0.1,1
N79,0.494,0.543,0.518,Normal,0.126,45,96.53,23.17,0.897,P7->P15->P21,38.42,0.02,0
N142,0.765,0.584,0.674,Normal,0.919,29,76.72,35.25,1.407,P2->P18->P22,28.91,0.226,0
N155,0.776,0.986,0.881,Data Tampering,0.909,12,92.57,12.94,3.934,P2->P11->P26,50.15,0.057,1
N133,0.422,0.231,0.326,Normal,0.114,62,71.83,19.25,1.257,P2->P16->P23,52.54,0.457,0
N126,0.236,0.595,0.416,Normal,0.155,26,51.06,46.38,0.535,P4->P20->P30,59.13,0.685,0
N3,0.965,0.363,0.664,Normal,0.283,17,64.61,33.48,2.778,P2->P20->P24,19.0,0.235,0
N126,0.354,0.492,0.423,Normal,0.844,34,93.76,32.0,2.481,P9->P12->P26,1.87,0.176,0
N24,0.209,0.957,0.583,Normal,0.77,95,55.81,15.26,4.916,P4->P17->P23,41.74,0.242,0
N67,0.459,0.219,0.339,Normal,0.908,48,59.48,45.65,1.206,P1->P19->P25,36.07,0.049,0
N101,0.683,0.97,0.826,Normal,0.303,73,99.63,45.84,0.554,P4->P19->P27,28.47,0.471,0
N7,0.977,0.844,0.91,Selective Forwarding,0.238,22,80.67,42.07,0.94,P6->P18->P27,49.89,0.948,0
N153,0.247,0.804,0.526,Sybil Attack,0.132,75,69.35,14.42,2.299,P9->P17->P29,19.98,0.189,0
N79,0.393,0.236,0.314,Normal,0.076,80,53.75,29.56,1.078,P3->P16->P29,27.59,0.45,0
N157,0.862,0.242,0.552,Normal,0.758,60,69.35,30.71,2.151,P4->P20->P27,23.49,0.326,0
N115,0.46,0.657,0.558,Normal,0.634,55,95.73,42.59,3.935,P4->P16->P29,54.27,0.81,0
N74,0.603,0.806,0.704,Data Tampering,0.189,16,50.28,6.39,4.719,P2->P15->P21,22.4,0.233,0
N185,0.389,0.404,0.396,Selective Forwarding,0.749,35,53.47,24.69,1.515,P10->P18->P28,26.51,0.299,1
N13,0.321,0.542,0.432,Normal,0.29,19,81.63,36.21,3.694,P8->P18->P25,47.1,0.779,0
N103,0.29,0.814,0.552,Normal,0.818,65,54.76,6.47,4.98,P4->P16->P25,49.78,0.64,0
N7,0.954,0.867,0.91,Normal,0.976,29,98.5,38.68,1.299,P2->P18->P28,52.76,0.796,0
N1,0.663,0.595,0.629,Normal,0.826,52,86.25,26.15,1.867,P4->P16->P22,5.01,0.475,0
N159,0.867,0.224,0.546,Packet Drop,0.557,91,54.8,8.65,2.039,P4->P15->P29,55.86,0.046,1
N78,0.918,0.215,0.566,Normal,0.69,50,54.12,17.89,3.904,P1->P11->P21,58.72,0.146,0
N160,0.497,0.393,0.445,Normal,0.636,89,92.95,32.2,3.43,P8->P16->P26,13.28,0.723,0
N139,0.337,0.352,0.344,Normal,0.209,46,86.79,16.65,4.474,P1->P13->P27,7.39,0.222,0
N17,0.953,0.866,0.91,Selective Forwarding,0.443,96,59.38,43.11,2.548,P10->P12->P22,58.48,0.048,0
N2,0.265,0.583,0.424,Normal,0.901,73,51.75,12.57,4.089,P6->P13->P22,32.82,0.627,0
N152,0.349,0.2,0.274,Normal,0.878,67,78.35,47.46,1.079,P7->P13->P27,8.5,0.766,0
N175,0.99,0.963,0.976,Normal,0.253,31,73.2,49.79,4.192,P2->P19->P30,54.45,0.263,0
N122,0.41,0.918,0.664,Normal,0.729,84,91.41,24.42,4.745,P5->P20->P27,20.09,0.832,0
N15,0.448,0.71,0.579,Normal,0.445,41,67.06,12.11,3.573,P7->P18->P24,40.51,0.033,0
N90,0.544,0.927,0.736,Normal,0.927,11,75.79,30.42,4.433,P3->P18->P27,11.28,0.019,0
N153,0.883,0.485,0.684,Normal,0.465,28,77.96,49.53,4.679,P2->P20->P21,15.72,0.083,0
N195,0.257,0.216,0.236,Normal,0.302,55,76.82,26.73,3.651,P5->P14->P21,54.12,0.599,0
N196,0.24,0.468,0.354,Packet Drop,0.08,64,50.93,18.98,4.979,P4->P20->P29,25.77,0.21,0
N41,0.931,0.664,0.798,Normal,0.422,68,91.64,42.42,2.185,P4->P14->P29,55.47,0.182,0
N106,0.738,0.695,0.716,Normal,0.694,36,54.28,23.54,0.611,P5->P13->P21,44.19,0.503,0
N99,0.223,0.818,0.52,Normal,0.702,35,63.13,17.77,0.517,P4->P20->P24,38.21,0.586,0
N141,0.505,0.975,0.74,Normal,0.489,12,78.22,34.65,3.75,P1->P12->P22,27.53,0.793,0
N27,0.435,0.755,0.595,Packet Drop,0.369,43,99.79,49.5,3.927,P8->P20->P22,54.88,0.791,0
N163,0.857,0.783,0.82,Packet Drop,0.692,24,62.9,34.55,2.269,P3->P17->P29,20.36,0.91,1
N16,0.689,0.981,0.835,Normal,0.266,42,56.14,8.36,1.046,P3->P12->P25,26.58,0.5,0
N124,0.521,0.607,0.564,Normal,0.369,59,58.95,11.39,3.737,P4->P18->P29,5.36,0.333,0
N126,0.66,0.254,0.457,Normal,0.344,79,82.55,16.07,0.77,P7->P20->P28,23.18,0.921,0
N143,0.207,0.971,0.589,Normal,0.374,27,88.42,31.57,1.883,P9->P11->P26,58.25,0.019,0
N140,0.665,0.91,0.788,Normal,0.993,90,68.63,36.59,3.158,P4->P17->P23,15.26,0.199,0
N197,0.651,0.91,0.78,Normal,0.697,14,93.43,37.28,0.931,P8->P18->P23,13.92,0.676,0
N160,0.493,0.953,0.723,Normal,0.647,99,57.54,40.39,4.867,P3->P18->P23,1.28,0.171,0
N56,0.576,0.439,0.507,Normal,0.362,12,95.19,38.89,2.123,P4->P20->P26,58.25,0.178,0
N135,0.639,0.443,0.541,Selective Forwarding,0.729,93,89.67,36.61,0.73,P6->P18->P22,55.17,0.194,1
N101,0.244,0.746,0.495,Sybil Attack,0.24,57,58.8,21.49,1.9,P7->P11->P22,15.85,0.72,0
N96,0.697,0.865,0.781,Normal,0.057,48,80.15,43.34,1.961,P2->P17->P29,55.45,0.32,0
N77,0.628,0.731,0.68,Packet Drop,0.992,88,61.62,40.48,1.216,P4->P20->P27,38.16,0.223,1
N173,0.734,0.895,0.814,Sybil Attack,0.931,83,84.84,48.2,2.837,P6->P12->P28,26.94,0.213,1
N196,0.558,0.491,0.524,Packet Drop,0.46,11,60.07,40.19,1.323,P8->P20->P28,35.08,0.959,0
N170,0.372,0.643,0.508,Normal,0.849,88,86.42,8.12,3.4,P8->P17->P28,16.88,0.477,0
N175,0.895,0.552,0.724,Normal,0.95,36,82.24,40.06,4.251,P8->P12->P23,51.25,0.05,0
N52,0.535,0.242,0.388,Selective Forwarding,0.196,36,88.23,34.61,4.29,P1->P13->P25,9.24,0.47,0
N154,0.967,0.87,0.918,Data Tampering,0.394,20,87.56,37.69,0.807,P5->P14->P27,27.75,0.247,0
N173,0.261,0.751,0.506,Normal,0.945,60,55.47,16.54,4.272,P1->P19->P21,37.84,0.977,0
N102,0.242,0.799,0.52,Normal,0.987,52,86.9,7.4,4.458,P1->P14->P28,28.19,0.933,0
N18,0.288,0.778,0.533,Normal,0.522,13,76.67,44.75,3.596,P7->P19->P28,29.93,0.929,0
N46,0.766,0.633,0.7,Normal,0.785,59,52.26,31.78,4.439,P10->P12->P28,23.84,0.69,0
N192,0.362,0.709,0.536,Normal,0.601,83,87.19,11.1,2.041,P1->P15->P21,21.47,0.02,0
N200,0.992,0.551,0.772,Normal,0.932,63,93.18,37.87,1.7,P2->P11->P30,46.74,0.433,0
N105,0.85,0.594,0.722,Normal,0.194,54,82.89,46.49,2.789,P1->P14->P27,14.76,0.839,0
N52,0.6,0.601,0.6,Sybil Attack,0.525,39,70.79,28.45,1.063,P4->P14->P24,1.22,0.224,1
N51,0.269,0.967,0.618,Normal,0.583,47,52.56,14.4,3.409,P10->P13->P21,14.22,0.685,0
N23,0.892,0.361,0.626,Normal,0.245,52,85.63,49.79,4.11,P1->P12->P28,57.97,0.429,0
N114,0.418,0.494,0.456,Normal,0.509,75,51.48,25.41,3.069,P6->P17->P28,9.58,0.253,0
N34,0.915,0.338,0.626,Sybil Attack,0.116,24,75.23,35.8,0.8,P8->P11->P29,50.34,0.121,0
N139,0.539,0.578,0.558,Normal,0.352,28,92.19,31.06,4.971,P2->P16->P24,18.38,0.488,0
N106,0.367,0.358,0.362,Normal,0.122,52,78.76,36.39,0.983,P5->P12->P30,18.62,0.317,0
N156,0.73,0.891,0.81,Normal,0.199,52,62.37,9.73,3.795,P10->P15->P26,35.16,0.003,0
N49,0.369,0.842,0.605,Data Tampering,0.965,19,54.28,49.81,4.515,P5->P19->P24,1.06,0.235,1
N60,0.258,0.563,0.41,Normal,0.11,52,72.27,28.37,2.759,P2->P16->P24,58.48,0.173,0
N131,0.952,0.593,0.772,Sybil Attack,0.548,29,56.1,22.99,3.935,P1->P13->P23,12.92,0.911,1
N129,0.367,0.206,0.286,Normal,0.703,46,70.02,22.46,2.359,P1->P15->P30,52.52,0.317,0
N199,0.853,0.458,0.656,Data Tampering,0.349,54,61.35,41.25,3.657,P1->P15->P22,51.81,0.961,0
N194,0.432,0.516,0.474,Normal,0.414,93,85.35,34.11,2.061,P5->P18->P26,10.62,0.951,0
N80,0.929,0.461,0.695,Normal,0.402,12,61.19,22.84,2.798,P6->P13->P25,35.9,0.467,0
N33,0.628,0.818,0.723,Normal,0.231,74,79.95,37.74,4.209,P6->P14->P23,32.19,0.69,0
N54,0.47,0.506,0.488,Normal,0.342,57,72.91,29.77,1.051,P9->P11->P30,17.38,0.647,0
N40,0.302,0.982,0.642,Normal,0.048,86,56.05,6.19,4.662,P5->P17->P29,30.33,0.829,0
N107,0.519,0.359,0.439,Normal,0.899,81,89.04,42.22,2.797,P6->P13->P27,35.84,0.409,0
N190,0.933,0.845,0.889,Data Tampering,0.795,40,96.67,40.53,1.511,P1->P19->P23,45.56,0.209,1
N20,0.483,0.202,0.342,Normal,0.594,96,84.77,38.26,4.851,P6->P11->P24,34.67,0.534,0
N141,0.873,0.52,0.696,Normal,0.891,93,54.42,22.82,3.007,P6->P11->P29,26.79,0.224,0
N34,0.912,0.866,0.889,Normal,0.737,52,70.8,6.7,3.281,P8->P17->P30,53.43,0.727,0
N144,0.365,0.991,0.678,Sybil Attack,0.676,58,67.53,15.92,0.997,P2->P17->P28,54.98,0.856,1
N164,0.442,0.282,0.362,Data Tampering,0.73,84,61.12,29.74,1.325,P8->P18->P26,42.04,0.881,1
N189,0.917,0.417,0.667,Normal,0.559,37,64.88,5.36,2.346,P10->P12->P24,20.75,0.24,0
N59,0.669,0.309,0.489,Packet Drop,0.912,37,54.1,24.26,2.821,P1->P15->P21,1.64,0.352,1
N23,0.389,0.385,0.387,Packet Drop,0.186,28,83.92,22.93,2.478,P10->P11->P26,22.49,0.485,0
N190,0.819,0.828,0.823,Data Tampering,0.51,44,82.52,24.56,2.904,P2->P17->P24,31.17,0.389,1
N137,0.87,0.712,0.791,Normal,0.555,50,74.84,45.99,1.475,P10->P12->P28,33.89,0.042,0
N195,0.595,0.985,0.79,Sybil Attack,0.086,14,91.33,49.09,2.089,P3->P19->P26,41.74,0.534,0
N114,0.543,0.741,0.642,Normal,0.056,83,95.36,6.88,1.873,P5->P14->P26,30.95,0.866,0
N139,0.699,0.553,0.626,Normal,0.656,78,67.59,32.69,1.519,P10->P18->P26,33.62,0.373,0
N18,0.472,0.209,0.34,Normal,0.73,10,86.69,10.44,3.547,P6->P16->P27,2.32,0.964,0
N134,0.526,0.589,0.558,Packet Drop,0.374,58,52.14,48.25,1.821,P7->P18->P27,37.84,0.076,0
N140,0.661,0.635,0.648,Data Tampering,0.105,50,63.32,8.3,3.796,P7->P15->P24,47.63,0.601,0
N133,0.264,0.529,0.396,Normal,0.608,11,81.63,25.56,1.593,P4->P20->P21,19.1,0.672,0
N78,0.893,0.95,0.922,Normal,0.072,52,60.0,40.57,4.376,P9->P17->P28,0.05,0.615,0
N98,0.211,0.981,0.596,Normal,0.207,58,69.25,39.2,2.117,P10->P13->P27,9.14,0.769,0
N157,0.241,0.884,0.562,Normal,0.381,96,93.03,19.05,2.467,P5->P12->P28,29.23,0.519,0
N166,0.765,0.335,0.55,Normal,0.288,83,87.42,31.12,1.144,P6->P11->P28,48.56,0.377,0
N129,0.452,0.298,0.375,Normal,0.773,61,95.83,27.71,4.82,P7->P20->P24,29.98,0.82,0
N61,0.898,0.227,0.562,Normal,0.695,27,76.33,37.43,3.601,P9->P16->P24,47.93,0.725,0
N157,0.545,0.613,0.579,Normal,0.097,35,53.06,37.28,0.922,P3->P15->P24,29.78,0.721,0
N57,0.362,0.923,0.643,Normal,0.902,16,73.14,39.89,4.94,P8->P15->P25,0.76,0.664,0
N43,0.581,0.478,0.53,Normal,0.021,84,92.6,35.65,3.636,P9->P19->P25,4.2,0.966,0
N193,0.331,0.718,0.524,Normal,0.327,34,73.6,9.7,3.278,P7->P17->P21,34.95,0.736,0
N165,0.766,0.483,0.624,Normal,0.321,58,76.26,30.96,2.838,P8->P16->P23,37.66,0.402,0
N199,0.356,0.83,0.593,Normal,0.385,65,92.37,37.79,0.889,P8->P13->P22,16.71,0.318,0
N88,0.306,0.34,0.323,Normal,0.314,77,99.67,45.33,2.263,P7->P12->P27,16.63,0.48,0
N194,0.963,0.635,0.799,Normal,0.168,90,57.47,15.74,3.025,P8->P12->P30,36.34,0.898,0
N49,0.243,0.415,0.329,Normal,0.734,49,76.51,24.42,1.143,P1->P13->P24,15.9,0.546,0
N116,0.513,0.34,0.426,Packet Drop,0.547,68,92.57,38.41,4.415,P4->P18->P23,2.2,0.906,1
N19,0.265,0.745,0.505,Selective Forwarding,0.7,28,87.21,23.92,3.409,P5->P13->P28,13.46,0.094,1
N73,0.646,0.632,0.639,Data Tampering,0.392,12,78.06,11.28,1.084,P4->P20->P27,3.45,0.98,0
N129,0.455,0.635,0.545,Packet Drop,0.722,64,50.66,31.21,4.047,P7->P19->P26,18.84,0.585,1
N194,0.984,0.212,0.598,Normal,0.89,55,83.67,8.52,3.344,P6->P17->P24,55.06,0.578,0
N50,0.947,0.253,0.6,Normal,0.53,51,96.56,43.02,3.681,P4->P12->P25,56.56,0.134,0
N188,0.967,0.325,0.646,Packet Drop,0.228,18,89.75,16.48,3.896,P6->P19->P29,12.95,0.803,0
N68,0.303,0.268,0.286,Normal,0.89,29,55.07,6.75,4.31,P9->P15->P23,50.93,0.392,0
N28,0.246,0.709,0.478,Normal,0.363,41,97.02,28.28,2.475,P10->P17->P29,4.59,0.147,0
N131,0.26,0.43,0.345,Normal,0.91,68,70.22,11.8,2.791,P7->P19->P28,49.71,0.512,0
N180,0.947,0.823,0.885,Normal,0.752,97,59.87,39.19,2.646,P9->P19->P30,7.63,0.432,0
N172,0.727,0.202,0.464,Packet Drop,0.583,49,62.66,26.43,2.161,P9->P12->P21,59.01,0.296,1
N172,0.966,0.248,0.607,Normal,0.163,10,90.06,49.27,2.948,P4->P11->P24,49.4,0.748,0
N72,0.736,0.441,0.588,Normal,0.547,61,99.97,40.83,4.975,P3->P13->P28,38.06,0.626,0
N59,0.848,0.852,0.85,Packet Drop,0.586,72,59.74,34.55,4.524,P10->P16->P25,10.99,0.178,1
N147,0.96,0.775,0.867,Data Tampering,0.737,44,52.2,28.13,2.84,P2->P20->P22,35.65,0.784,1
N177,0.607,0.485,0.546,Normal,0.752,23,96.76,17.25,2.343,P2->P20->P30,47.63,0.141,0
N77,0.808,0.528,0.668,Normal,0.597,31,93.63,5.48,1.728,P7->P15->P27,46.78,0.938,0
N172,0.232,0.317,0.274,Normal,0.479,17,58.05,10.47,3.131,P10->P18->P28,55.17,0.48,0
N189,0.908,0.636,0.772,Selective Forwarding,0.335,17,58.02,25.57,4.856,P7->P19->P24,15.78,0.658,0
N72,0.642,0.251,0.446,Normal,0.726,15,72.71,22.91,4.936,P2->P17->P28,12.09,0.132,0
N14,0.91,0.755,0.832,Normal,0.981,29,50.09,23.08,3.306,P5->P14->P28,12.52,0.503,0
N44,0.227,0.899,0.563,Sybil Attack,0.256,17,74.63,45.47,4.505,P9->P16->P21,57.93,0.383,0
N13,0.878,0.272,0.575,Normal,0.513,63,89.65,19.46,4.099,P9->P19->P30,35.98,0.158,0
N97,0.594,0.978,0.786,Normal,0.944,51,97.86,35.03,2.614,P3->P11->P24,53.57,0.518,0
N147,0.991,0.808,0.9,Normal,0.094,51,73.94,8.55,1.755,P7->P15->P25,45.05,0.76,0
N95,0.455,0.214,0.334,Normal,0.162,92,55.67,5.55,4.062,P5->P12->P21,31.23,0.058,0
N144,0.701,0.752,0.726,Normal,0.209,48,79.78,34.73,4.917,P4->P15->P27,10.45,0.949,0
N76,0.774,0.41,0.592,Normal,0.501,65,96.85,34.29,1.957,P2->P17->P29,9.43,0.342,0
N71,0.432,0.671,0.552,Normal,0.021,85,65.51,20.69,2.704,P4->P15->P24,27.36,0.522,0
N8,0.514,0.741,0.628,Normal,0.102,47,74.98,30.19,1.568,P4->P15->P28,44.46,0.725,0
N132,0.907,0.486,0.696,Normal,0.125,15,89.65,27.97,2.89,P9->P14->P29,57.79,0.57,0
N24,0.327,0.21,0.268,Normal,0.601,97,74.89,28.14,4.408,P10->P18->P30,35.72,0.791,0
N197,0.235,0.506,0.37,Packet Drop,0.481,11,66.17,25.76,4.311,P3->P12->P21,30.67,0.719,0
N34,0.703,0.2,0.452,Selective Forwarding,0.766,87,51.45,22.76,0.763,P7->P11->P23,13.5,0.495,1
N103,0.746,0.781,0.764,Selective Forwarding,0.159,18,91.44,21.39,3.705,P9->P20->P22,16.97,0.178,0
N44,0.431,0.834,0.632,Selective Forwarding,0.349,57,76.86,24.67,2.352,P2->P14->P26,53.65,0.12,0
N63,0.24,0.72,0.48,Normal,0.618,35,95.94,42.6,1.577,P6->P18->P24,43.04,0.025,0
N161,0.346,0.78,0.563,Normal,0.232,86,82.42,48.83,1.432,P7->P18->P24,8.29,0.077,0
N96,0.789,0.784,0.786,Normal,0.567,67,69.46,39.14,3.559,P6->P19->P30,9.77,0.754,0
N69,0.474,0.797,0.636,Normal,0.674,33,80.13,47.68,2.595,P6->P18->P27,19.25,0.404,0
N30,0.284,0.658,0.471,Normal,0.103,25,52.76,34.98,2.369,P2->P14->P21,25.96,0.664,0
N131,0.294,0.234,0.264,Normal,0.26,55,88.14,25.52,4.875,P7->P16->P28,49.56,0.755,0
N21,0.757,0.354,0.556,Packet Drop,0.649,61,93.84,25.84,2.925,P6->P20->P22,6.99,0.408,1
N92,0.659,0.526,0.592,Normal,0.423,80,54.97,35.8,0.768,P8->P14->P23,6.65,0.417,0
N59,0.295,0.299,0.297,Normal,0.657,64,77.14,37.59,1.292,P8->P14->P24,12.94,0.46,0
N73,0.809,0.891,0.85,Sybil Attack,0.773,15,53.01,37.41,2.164,P10->P15->P26,35.31,0.451,1
N172,0.395,0.521,0.458,Packet Drop,0.766,35,79.44,24.33,4.026,P4->P13->P28,43.95,0.416,1
N10,0.482,0.219,0.35,Normal,0.574,58,98.64,48.57,1.684,P10->P15->P30,49.9,0.227,0
N127,0.776,0.828,0.802,Data Tampering,0.504,59,88.61,23.87,3.811,P5->P14->P29,8.78,0.909,1
N109,0.661,0.712,0.686,Selective Forwarding,0.81,21,50.6,22.81,2.153,P9->P12->P27,11.06,0.507,1
N44,0.42,0.803,0.612,Normal,0.266,26,57.96,32.62,3.473,P5->P13->P23,2.89,0.762,0
N157,0.749,0.406,0.578,Normal,0.593,60,95.5,14.61,3.133,P10->P19->P28,39.27,0.816,0
N36,0.275,0.411,0.343,Data Tampering,0.733,69,62.36,33.89,4.347,P6->P12->P29,55.62,0.423,1
N69,0.997,0.895,0.946,Normal,0.859,17,95.17,34.01,1.457,P9->P19->P27,28.64,0.878,0
N12,0.219,0.582,0.4,Packet Drop,0.28,46,65.67,19.39,3.428,P3->P11->P21,44.16,0.22,0
N58,0.986,0.44,0.713,Normal,0.417,21,93.62,36.7,1.638,P4->P12->P28,25.95,0.346,0
N5,0.337,0.202,0.27,Normal,0.78,76,65.21,36.23,1.558,P4->P20->P30,53.03,0.813,0
N5,0.57,0.347,0.458,Normal,0.021,99,77.95,46.97,3.975,P10->P19->P29,40.91,0.725,0
N192,0.788,0.744,0.766,Normal,0.382,87,97.25,19.01,3.988,P6->P12->P27,39.84,0.849,0
N168,0.74,0.716,0.728,Normal,0.933,70,97.24,31.75,1.156,P2->P19->P27,35.85,0.072,0
N97,0.97,0.824,0.897,Normal,0.044,14,87.55,37.44,3.825,P9->P17->P28,16.64,0.287,0
N69,0.55,0.362,0.456,Normal,0.957,74,96.39,25.59,4.808,P10->P16->P29,12.45,0.44,0
N23,0.385,0.951,0.668,Normal,0.737,45,57.99,16.9,1.439,P7->P15->P27,20.98,0.387,0
N65,0.427,0.425,0.426,Normal,0.553,71,63.91,34.17,4.307,P5->P17->P22,32.89,0.247,0
N88,0.221,0.39,0.306,Normal,0.357,75,91.1,39.59,4.294,P5->P15->P21,19.94,0.414,0
N83,0.261,0.249,0.255,Selective Forwarding,0.395,24,82.93,6.69,3.603,P6->P11->P25,8.29,0.311,0
N151,0.438,0.841,0.64,Normal,0.295,81,67.98,49.45,3.304,P1->P12->P29,7.9,0.951,0
N190,0.456,0.984,0.72,Normal,0.132,83,52.25,31.87,3.811,P3->P16->P28,15.06,0.511,0
N115,0.511,0.331,0.421,Selective Forwarding,0.528,90,83.47,5.17,1.912,P7->P13->P25,3.1,0.915,1
N190,0.937,0.669,0.803,Normal,0.599,13,76.49,14.63,3.635,P1->P11->P25,15.86,0.638,0
N74,0.666,0.35,0.508,Normal,0.353,21,65.66,13.35,4.712,P9->P19->P23,28.11,0.906,0
N130,0.749,0.333,0.541,Selective Forwarding,0.589,44,65.54,13.86,4.504,P4->P12->P28,14.41,0.937,1
N87,0.64,0.864,0.752,Packet Drop,0.941,75,54.68,6.85,3.188,P4->P20->P21,20.23,0.899,1
N122,0.662,0.635,0.649,Normal,0.458,30,76.76,6.01,1.854,P9->P20->P27,5.51,0.887,0
N41,0.583,0.707,0.645,Data Tampering,0.155,65,82.63,47.22,4.477,P6->P17->P30,30.88,0.887,0
N95,0.305,0.707,0.506,Normal,0.034,67,56.54,8.57,0.804,P9->P17->P23,36.31,0.387,0
N153,0.46,0.324,0.392,Normal,0.97,43,56.78,33.58,4.64,P3->P19->P28,30.82,0.196,0
N168,0.264,0.859,0.562,Normal,0.084,51,88.45,15.06,4.59,P8->P15->P21,11.95,0.109,0
N94,0.256,0.507,0.382,Normal,0.654,49,51.01,43.13,0.662,P9->P15->P30,5.27,0.568,0
N181,0.566,0.812,0.689,Data Tampering,0.255,80,73.95,17.43,3.319,P8->P18->P25,46.16,0.233,0
N131,0.31,0.31,0.31,Normal,0.951,25,91.17,23.67,1.339,P10->P17->P23,25.24,0.248,0
N60,0.718,0.811,0.764,Normal,0.253,57,87.59,46.43,3.093,P7->P14->P25,23.21,0.593,0
N176,0.546,0.792,0.669,Normal,0.192,46,52.28,43.93,3.943,P5->P16->P29,8.33,0.959,0
N115,0.859,0.942,0.9,Normal,0.533,69,87.47,23.79,4.154,P9->P19->P26,14.3,0.958,0
N40,0.347,0.731,0.539,Normal,0.759,57,81.08,39.76,2.061,P1->P18->P24,25.31,0.807,0
N21,0.838,0.984,0.911,Normal,0.256,16,64.73,48.04,0.791,P2->P14->P30,53.51,0.733,0
N8,0.888,0.818,0.853,Sybil Attack,0.252,17,75.6,31.65,2.53,P9->P17->P25,31.55,0.87,0
N79,0.525,0.995,0.76,Normal,0.078,75,84.38,19.16,2.299,P9->P18->P26,57.59,0.693,0
N31,0.789,0.705,0.747,Normal,0.237,98,56.67,42.67,3.124,P5->P14->P28,24.72,0.622,0
N97,0.23,0.642,0.436,Selective Forwarding,0.179,97,82.24,30.66,1.435,P6->P15->P23,31.04,0.371,0
N151,0.546,0.363,0.454,Sybil Attack,0.741,32,84.97,48.58,2.1,P8->P19->P22,11.94,0.669,1
N160,0.64,0.361,0.5,Selective Forwarding,0.464,65,89.26,31.38,2.337,P2->P12->P28,20.47,0.501,0
N51,0.505,0.932,0.718,Normal,0.349,88,65.66,45.35,4.919,P5->P18->P25,48.43,0.993,0
N53,0.599,0.439,0.519,Normal,0.762,71,51.76,15.95,1.558,P3->P16->P21,27.22,0.745,0
N2,0.222,0.638,0.43,Normal,0.955,78,68.34,21.58,1.503,P6->P15->P25,30.34,0.771,0
N41,0.394,0.805,0.6,Normal,0.848,32,82.83,40.49,1.085,P8->P13->P22,16.66,0.183,0
N47,0.752,0.785,0.768,Normal,0.509,73,84.09,26.69,4.608,P4->P18->P25,16.19,0.302,0
N21,0.908,0.713,0.81,Data Tampering,0.508,68,92.49,48.46,1.597,P6->P19->P25,30.73,0.988,1
N128,0.5,0.457,0.479,Normal,0.546,59,87.93,44.12,2.454,P6->P12->P27,37.64,0.336,0
N125,0.506,0.815,0.66,Normal,0.22,88,87.67,48.54,3.223,P1->P15->P22,59.83,0.788,0
N9,0.397,0.604,0.5,Normal,0.325,42,84.93,39.87,2.61,P4->P12->P23,32.77,0.753,0
N60,0.428,0.94,0.684,Normal,0.961,39,90.83,17.45,1.092,P10->P11->P21,21.67,0.17,0
N112,0.787,0.496,0.642,Sybil Attack,0.644,94,99.56,41.17,2.681,P3->P17->P29,3.33,0.042,1
N118,0.917,0.773,0.845,Normal,0.482,47,96.39,6.79,1.617,P4->P12->P29,42.26,0.197,0
N127,0.951,0.429,0.69,Selective Forwarding,0.236,31,51.38,28.6,1.856,P8->P11->P28,30.42,0.777,0
N78,0.473,0.223,0.348,Data Tampering,0.751,49,60.21,27.64,3.161,P7->P20->P25,31.16,0.596,1
N197,0.679,0.336,0.508,Normal,0.438,35,94.27,49.75,2.808,P1->P18->P26,40.72,0.648,0
N10,0.396,0.595,0.496,Selective Forwarding,0.771,66,90.65,37.56,2.055,P7->P17->P29,42.41,0.495,1
N134,0.829,0.207,0.518,Selective Forwarding,0.585,88,85.47,14.01,3.723,P1->P11->P25,24.91,0.003,1
N4,0.765,0.257,0.511,Normal,0.799,80,94.32,34.92,1.723,P3->P14->P26,21.74,0.717,0
N30,0.25,0.948,0.599,Normal,0.599,95,66.0,14.51,2.568,P7->P18->P27,36.75,0.498,0
N142,0.658,0.565,0.611,Normal,0.139,66,67.24,32.22,4.635,P2->P20->P28,2.0,0.131,0
N61,0.813,0.711,0.762,Normal,0.323,61,64.82,15.92,2.923,P2->P17->P22,48.37,0.346,0
N33,0.901,0.403,0.652,Normal,0.041,34,73.26,46.44,1.427,P3->P16->P27,1.01,0.441,0
N176,0.512,0.494,0.503,Normal,0.388,30,62.96,44.4,3.916,P7->P14->P24,15.96,0.09,0
N118,0.536,0.616,0.576,Packet Drop,0.031,88,54.59,33.05,2.125,P9->P11->P27,11.84,0.428,0
N190,0.95,0.767,0.858,Normal,0.028,67,61.66,46.69,0.92,P3->P12->P21,2.66,0.753,0
N102,0.607,0.799,0.703,Normal,0.616,92,79.72,38.75,1.632,P10->P20->P27,15.32,0.75,0
N88,0.206,0.509,0.358,Normal,0.039,16,86.62,8.66,2.69,P4->P18->P26,5.79,0.923,0
N29,0.347,0.202,0.274,Packet Drop,0.262,46,82.92,17.67,0.665,P5->P17->P28,15.0,0.452,0
